transaction_id,amount,transaction_time,transaction_type,location_region,is_fraud
528,2.901348192241811,8428.0210789841,phone,US-East,0
450,75.06212702273129,8596.01662438649,in-person,EU,0
219,94.59780387317004,6220.918538108937,phone,Asia,0
823,25.38890474273391,8379.495125971238,phone,US-West,0
390,232.85024450701152,7807.449826209597,online,EU,0
731,84.25516412820043,6478.3823760384485,in-person,Asia,0
498,183.2480061261284,12455.337984946584,in-person,US-West,0
513,100.519619002346,12472.186350420874,phone,US-West,0
357,44.06736889036453,10991.363775945209,phone,US-West,0
999,463.5284272334291,19660.426312187334,phone,US-West,1
265,67.5017124176835,8852.599992122841,online,Asia,0
845,26.775055726830345,12749.75283829637,online,US-East,0
415,29.75073318114288,10562.382847938752,phone,Asia,0
939,42.96203344340779,13877.85799811657,in-person,US-West,0
996,517.1987332376947,11209.03496362014,phone,EU,1
180,20.856621699758588,7957.534365738574,phone,US-East,0
324,154.90517492781532,9302.695731184282,online,EU,0
973,608.943267413185,17463.081591269507,online,EU,1
707,83.00353068849493,8298.9590915814,online,Asia,0
483,49.383708650401104,13256.793246257075,online,US-West,0
182,129.30951985753617,10487.6014275424,online,EU,0
775,8.121089496020808,6463.121268874296,online,US-West,0
193,50.13349597414424,10486.678898645385,in-person,US-West,0
241,153.87812063940115,11281.68572253402,online,US-West,0
288,16.881533015726124,9654.74540011836,online,Asia,0
346,50.405726802045606,14176.749409561457,in-person,US-West,0
831,30.114117528807757,9265.944321833354,in-person,US-West,0
714,21.45216508519874,12393.262973291305,in-person,US-East,0
44,14.972888842034305,11876.567611951996,online,EU,0
433,5.330435612269272,8063.311090272729,online,US-East,0
150,119.443047554467,7280.287718040161,online,Asia,0
897,113.32993143154522,9293.667414378624,online,EU,0
148,2.642554369019624,10382.198136039806,in-person,US-West,0
455,33.92525546864771,8614.189604408186,in-person,US-West,0
580,30.729348368534875,8773.19467291812,phone,Asia,0
361,51.541357892249096,9884.76240593283,online,US-West,0
756,48.38877537814262,8566.35535879439,online,US-West,0
491,48.39665143694887,8460.053537882717,online,US-West,0
238,51.848439314763695,7996.759980210169,phone,US-West,0
482,30.306387783847544,11137.966158370553,online,Asia,0
622,23.13925550121849,8788.768920526272,in-person,US-West,0
744,13.21212654985326,11556.722152333276,in-person,US-East,0
752,49.40384644674131,10176.813772583697,phone,US-West,0
276,80.04749661542438,10798.446245210558,phone,Asia,0
896,17.34667943062584,10388.768603154673,in-person,EU,0
872,51.641163254722855,10135.711021054807,in-person,US-East,0
741,17.932263771532103,12416.732461186286,online,US-East,0
268,22.274617115747457,13455.086340201422,phone,Asia,0
565,44.56986878324723,11059.385508713462,online,US-East,0
48,39.56118989908988,9131.00754513537,online,EU,0
9,61.56250308522952,8593.647149748225,in-person,EU,0
275,34.809218877559964,6662.831852244821,phone,US-West,0
78,22.194633620811626,9930.630225226438,phone,US-West,0
819,20.41324431503706,9928.717035405032,in-person,Asia,0
113,82.54435402422847,14020.4090775327,in-person,US-East,0
715,132.62780241103906,8780.434191361235,online,US-East,0
103,35.52185885670951,11265.86363551102,online,EU,0
481,59.49506190583871,8892.82351658401,online,EU,0
230,79.19126263441999,13006.796603534302,phone,US-West,0
30,46.7666510324805,11667.844309097807,phone,Asia,0
280,110.36617381733836,7548.468673995318,online,EU,0
14,10.033949437483168,11415.50387091095,phone,EU,0
468,12.654103386592668,9629.424682244584,in-person,US-East,0
534,73.26415451031303,10777.157209061928,phone,EU,0
718,6.6364270918052775,8430.20337383552,phone,US-East,0
685,40.68252109523712,12346.94771497065,in-person,EU,0
478,174.17876106280025,8392.650864060539,in-person,US-West,0
70,73.97418881207557,13159.144291461424,in-person,US-West,0
503,84.04535837439984,9888.461844684589,phone,EU,0
432,48.14528398740175,11100.104198049105,phone,EU,0
122,19.136535820915924,9967.154207854495,online,Asia,0
740,31.05805299498013,14123.007153272796,online,EU,0
851,69.30681276079996,13249.35691693912,in-person,Asia,0
119,38.7549950983086,13589.115727035576,phone,US-East,0
73,84.4948388743063,9436.430782278983,phone,US-East,0
712,31.892832202263588,7608.233875929631,phone,Asia,0
867,10.040254310431274,8663.711828922013,phone,US-West,0
80,99.42647858291112,13101.000985628154,in-person,Asia,0
209,8.765790805209953,12880.234430898943,online,EU,0
702,20.51918006902116,12579.505508165492,online,Asia,0
834,34.494402140140885,7855.721976028786,in-person,US-West,0
582,33.924564633367986,9223.646362917543,online,US-East,0
120,82.36741456517831,8964.777401927657,online,US-West,0
619,68.96786201071542,9581.352645696268,online,Asia,0
507,86.44972556836358,8158.652813841268,online,EU,0
367,117.87880918849596,7713.990174539032,phone,EU,0
562,7.330627561413933,8780.975595681433,in-person,Asia,0
307,19.50098570529894,6520.572442443801,phone,US-East,0
187,40.506618034325406,9801.648272441234,online,US-East,0
603,4.644295393018378,10366.719839558313,online,US-East,0
668,10.32458727272902,7910.381611957933,online,US-West,0
462,68.52988587982364,8329.305893480485,in-person,Asia,0
202,8.814710734170575,11139.534560464408,in-person,US-West,0
329,14.233064613703176,10860.08329438214,in-person,US-East,0
398,69.48923582477306,13284.030320272735,online,EU,0
414,49.96150401952623,11517.85717957353,in-person,Asia,0
47,36.70554479546143,9075.449422589914,online,EU,0
692,35.42424813223492,12476.566142867272,online,US-West,0
885,9.833885472589268,12824.44111083086,online,Asia,0
933,37.29472734860435,9482.190052591845,in-person,Asia,0
